Kawasaki Kasei Chemicals,10121,40420,139.7586,35.5259,1963397,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1952594*1952595*1952596*1952597*1952598*1952599*1952600*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Idemitsu Kosan,10121,40421,139.7341,35.5015,1963397,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1952594*1952595*1952596*1952597*1952598*1952599*1952600*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Chidori-Cho,10121,40253,139.7512,35.5105,1963397,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1952594*1952595*1952596*1952597*1952598*1952599*1952600*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Kawasaki Container Terminal,10121,40254,139.7521,35.4886,1966997,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1977794*1977795*1977796*1977797*1977798*1977799*1977800*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Higashi-Ogishima,10121,40255,139.7547,35.4958,1966997,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1977794*1977795*1977796*1977797*1977798*1977799*1977800*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
JFE Steel,10121,40264,139.7363,35.4819,1966997,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1977794*1977795*1977796*1977797*1977798*1977799*1977800*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Nisshin Seifun,10121,40272,139.7123,35.4917,1966997,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1977794*1977795*1977796*1977797*1977798*1977799*1977800*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Mitsui Wharf,10121,40273,139.7197,35.4975,1966997,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1977794*1977795*1977796*1977797*1977798*1977799*1977800*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Toyo Futo Terminal,10121,40488,139.7302,35.501,1963397,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1952594*1952595*1952596*1952597*1952598*1952599*1952600*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Mitsubishi Oil Ohgimachi,10121,18640,139.7263,35.4979,1966997,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1977794*1977795*1977796*1977797*1977798*1977799*1977800*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Toden General 400 Terminal,10121,19792,139.775,35.5126,1963397,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1952594*1952595*1952596*1952597*1952598*1952599*1952600*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
Tokyo Yuso,10121,19878,139.7642,35.5141,1963397,1963394*1963395*1963396*1963397*1963398*1963399*1963400*1966994*1966995*1966996*1966997*1966998*1966999*1967000*1970594*1970595*1970596*1970597*1970598*1970599*1970600*1974194*1974195*1974196*1974197*1974198*1974199*1974200*1952594*1952595*1952596*1952597*1952598*1952599*1952600*1956194*1956195*1956196*1956197*1956198*1956199*1956200*1959794*1959795*1959796*1959797*1959798*1959799*1959800*
